CH1;CH2;PPG
85.243744;50.946674;574.7291
85.19441;50.9256;574.7277
85.13634;50.890076;574.7272
85.111305;50.869854;574.7258
85.06214;50.829132;574.72394
85.061615;50.838287;574.72217
85.102196;50.88225;574.7209
85.13202;50.902832;574.7197
85.15913;50.897152;574.71716
85.15841;50.88275;574.7169
85.15068;50.89825;574.71484
85.091606;50.87398;574.7114
85.04557;50.838936;574.71234
85.03689;50.81833;574.71124
84.97648;50.762325;574.7113
84.954346;50.751884;574.7087
84.93678;50.736057;574.7093
84.94269;50.7433;574.7083
84.957924;50.771984;574.706
84.965866;50.804527;574.7033
84.93324;50.786243;574.70184
84.93315;50.801285;574.7026
84.93714;50.815807;574.7018
84.94472;50.835808;574.70557
84.999886;50.880367;574.70636
84.94269;50.83247;574.7012
84.86744;50.789555;574.69684
84.821304;50.760853;574.69385
84.75644;50.69905;574.68994
84.66815;50.631245;574.6884
84.63751;50.59579;574.68695
84.60533;50.58392;574.68427
84.57059;50.563797;574.6814
84.572495;50.5617;574.68036
84.56403;50.565826;574.68365
84.53881;50.559883;574.6813
84.57631;50.617393;574.6804
84.57524;50.627144;574.67365
84.57655;50.66167;574.6774
84.63098;50.719532;574.6794
84.672325;50.752697;574.67395
84.61546;50.70015;574.6764
84.51136;50.629482;574.6763
84.43817;50.61241;574.6707
84.36926;50.56456;574.6712
84.286224;50.479637;574.66815
84.25649;50.45019;574.66736
84.31298;50.520714;574.66125
84.36054;50.57989;574.6572
84.31812;50.55593;574.65533
84.32158;50.558792;574.65424
84.37706;50.629025;574.65106
84.349236;50.62309;574.65063
84.35172;50.633774;574.64954
84.29479;50.572857;574.6475
84.21587;50.52527;574.6472
84.171974;50.526726;574.6485
84.18089;50.55526;574.64795
84.19828;50.60273;574.6411
84.20736;50.605854;574.6394
84.19966;50.60204;574.64307
84.212006;50.656425;574.6432
84.22621;50.698387;574.6456
84.22367;50.71746;574.6441
84.19871;50.715027;574.642
84.20281;50.741753;574.6371
84.22035;50.77954;574.63434
84.19375;50.772938;574.6351
84.179344;50.79051;574.6392
84.14594;50.830513;574.6373
84.14065;50.86573;574.6407
84.125206;50.854286;574.6357
84.09449;50.84642;574.6362
84.09826;50.864418;574.6407
84.12143;50.910698;574.64764
84.07754;50.884712;574.65533
84.01887;50.84556;574.6597
84.01233;50.864105;574.6671
84.049934;50.92462;574.67725
84.072754;50.969944;574.6865
84.10656;51.029354;574.6967
84.15934;51.10019;574.7032
84.10077;51.089462;574.71234
84.029045;51.074703;574.72614
84.0398;51.072227;574.7424
84.03071;51.049503;574.75696
84.02523;51.086098;574.7664
83.98156;51.07835;574.77594
83.9787;51.088413;574.79047
83.97436;51.109394;574.8047
83.99173;51.13636;574.8197
83.977066;51.115475;574.83295
83.975395;51.10501;574.8469
83.96928;51.0968;574.86145
83.949844;51.073677;574.87354
83.89939;51.03274;574.88666
83.86163;50.990543;574.90375
83.86656;50.97941;574.91724
83.884254;50.981243;574.9287
83.90491;50.96906;574.9416
83.86134;50.915485;574.9551
83.84215;50.86351;574.96643
83.82349;50.774723;574.97815
83.781525;50.683006;574.9901
83.77778;50.66827;575.00116
83.81597;50.670536;575.01154
83.84006;50.64443;575.0228
83.81605;50.578003;575.03424
83.72919;50.462753;575.04456
83.65406;50.373302;575.0556
83.683334;50.387653;575.06964
83.73164;50.41896;575.0823
83.75542;50.42027;575.08527
83.94973;50.565895;575.0896
83.94858;50.557243;575.09753
83.86749;50.479347;575.1025
83.89961;50.482594;575.1082
83.902405;50.46335;575.1163
83.829346;50.40005;575.12256
83.84293;50.40096;575.12933
83.870094;50.405746;575.1332
83.86105;50.393303;575.1364
83.868614;50.404034;575.1416
83.8945;50.419125;575.14606
83.90137;50.402008;575.1522
83.929344;50.430782;575.1556
83.90462;50.419125;575.1599
83.83958;50.35451;575.1651
83.87171;50.378284;575.1653
83.87299;50.380096;575.16724
83.82756;50.348576;575.17
83.77818;50.30349;575.17084
83.776825;50.309143;575.17224
83.77742;50.314533;575.17633
83.7124;50.24918;575.17926
83.6482;50.195892;575.17975
83.58332;50.13841;575.182
83.567184;50.12086;575.1844
83.61673;50.18354;575.186
83.60736;50.179443;575.18787
83.60697;50.167282;575.18787
83.59365;50.155624;575.18976
83.59297;50.16633;575.1905
83.574165;50.171574;575.1925
83.624886;50.227196;575.19385
83.57836;50.194847;575.1934
83.45842;50.093372;575.19556
83.41317;50.065216;575.1971
83.37816;50.038963;575.1989
83.364075;50.03284;575.1964
83.346;50.008854;575.1947
83.332054;50.001343;575.1977
83.35005;50.026524;575.2005
83.284775;49.97035;575.20166
83.235374;49.931156;575.2033
83.24286;49.951515;575.20654
83.32216;50.02986;575.2076
83.29252;50.006256;575.1976
83.2301;49.976234;575.19727
83.16278;49.92524;575.2027
83.13975;49.91599;575.205
83.16914;49.951183;575.2065
83.15493;49.955875;575.2046
83.14263;49.963318;575.20636
83.10083;49.947437;575.2012
83.11426;49.97333;575.19946
83.10305;49.955807;575.20306
83.12727;49.976406;575.2042
83.11857;49.981674;575.205
83.07611;49.957977;575.2107
83.030815;49.917107;575.2072
83.033646;49.94741;575.2042
82.98851;49.925953;575.20074
82.978836;49.95521;575.2014
82.95993;49.94057;575.2037
82.97593;49.956306;575.2039
82.95762;49.952087;575.20416
82.91079;49.929626;575.20605
82.88099;49.91332;575.20624
82.844604;49.896416;575.2086
82.83812;49.907265;575.2091
82.84465;49.936615;575.207
82.82334;49.91122;575.205
82.8169;49.904785;575.204
82.79318;49.907215;575.2061
82.74392;49.860985;575.21423
82.70871;49.829727;575.20807
82.718506;49.851643;575.2038
82.677666;49.807533;575.2044
82.61517;49.7655;575.20264
82.60349;49.756275;575.202
82.62848;49.769863;575.20154
82.61439;49.75365;575.2003
82.60349;49.744926;575.20123
82.62824;49.78784;575.2029
82.65931;49.839127;575.2023
82.64045;49.81004;575.1985
82.61451;49.78717;575.2069
82.62746;49.805626;575.20715
82.591385;49.776943;575.20526
82.552826;49.74044;575.2008
82.50662;49.69152;575.2074
82.4815;49.658592;575.2041
82.493416;49.681507;575.1991
82.48305;49.666077;575.20074
82.4974;49.681694;575.2012
82.484215;49.674637;575.2069
82.46359;49.63778;575.20544
82.43643;49.61396;575.19904
82.39943;49.607426;575.1956
82.38291;49.604046;575.2025
82.398575;49.60762;575.21625
82.42096;49.623783;575.2033
82.42795;49.63625;575.1974
82.37413;49.60316;575.19604
82.27619;49.490723;575.2016
82.1906;49.4022;575.2021
82.098236;49.31353;575.1981
82.15033;49.36155;575.20166
82.226074;49.43982;575.19946
82.40854;49.611435;575.19727
82.47303;49.676712;575.19806
82.350174;49.587875;575.19696
82.3789;49.622208;575.19995
82.37866;49.602352;575.2018
82.33463;49.548656;575.2067
82.28342;49.506386;575.20544
82.301346;49.517475;575.2122
82.330505;49.559174;575.2161
82.33241;49.553543;575.2075
82.318344;49.54067;575.21265
82.33477;49.56256;575.2107
82.49079;49.69693;575.208
82.57893;49.77587;575.2116
82.5452;49.739822;575.21515
82.363335;49.579056;575.2207
82.0471;49.29577;575.22217
81.946884;49.199467;575.2196
81.900635;49.150856;575.2219
81.90952;49.155556;575.22974
81.87679;49.126945;575.23145
81.87059;49.124916;575.2283
81.85934;49.1037;575.22906
81.7856;49.028477;575.2299
81.79876;49.04521;575.23553
81.89286;49.127014;575.2338
81.9122;49.13815;575.2334
81.921425;49.157963;575.2378
81.92993;49.16156;575.2389
81.89729;49.13214;575.23596
81.9714;49.216633;575.2351
82.07775;49.30216;575.2363
82.01205;49.23986;575.2323
82.0301;49.2576;575.2329
82.00156;49.225124;575.2338
82.00401;49.23819;575.2351
82.02967;49.273666;575.2347
81.996956;49.21702;575.23505
81.9223;49.157463;575.23773
81.91485;49.140247;575.24347
81.980865;49.194843;575.24713
82.002556;49.221878;575.245
81.983894;49.2066;575.2428
81.926476;49.157864;575.24194
82.01117;49.24434;575.23676
82.19036;49.419247;575.2401
82.26386;49.49938;575.2409
82.20469;49.4577;575.23816
82.16247;49.41884;575.23846
82.13936;49.38882;575.24066
82.10811;49.358185;575.2433
82.09396;49.347458;575.2409
82.13953;49.388943;575.2359
82.13553;49.386627;575.23596
82.07832;49.333057;575.23596
82.063835;49.323353;575.23456
82.07251;49.330265;575.2337
82.06085;49.311405;575.23615
82.05723;49.313866;575.24084
82.045044;49.30435;575.239
82.00011;49.270855;575.2351
81.959;49.228462;575.2347
81.9727;49.241528;575.2295
81.99953;49.2663;575.228
82.045;49.308857;575.2259
81.998886;49.276024;575.2243
81.94872;49.23728;575.2256
82.13589;49.420677;575.22546
82.36155;49.633083;575.2259
82.38901;49.67478;575.2222
82.361496;49.64813;575.2209
82.348145;49.632843;575.2211
82.27626;49.562916;575.21924
82.24885;49.52632;575.2179
82.07298;49.35828;575.21576
81.96804;49.2833;575.2129
81.89949;49.217808;575.2145
81.871544;49.19234;575.21173
81.91106;49.24234;575.2076
81.962006;49.28449;575.20844
81.95411;49.258717;575.208
81.97006;49.270687;575.20465
82.01286;49.306023;575.2078
82.04743;49.35368;575.2063
82.03777;49.35983;575.20325
81.99555;49.3471;575.1999
81.989975;49.33146;575.1995
81.96689;49.295933;575.19916
81.9029;49.24217;575.1966
81.88902;49.231396;575.19403
81.89639;49.23657;575.19257
81.89854;49.25612;575.19653
81.8741;49.243217;575.1947
81.86711;49.22498;575.1917
81.89616;49.254856;575.18835
81.88699;49.247227;575.18646
81.96012;49.307785;575.1828
81.94162;49.27748;575.1816
81.93812;49.28046;575.1812
81.982124;49.332127;575.17865
81.982506;49.341785;575.1763
81.96339;49.314743;575.17694
81.941765;49.29233;575.1763
81.96384;49.33234;575.1726
81.97977;49.34417;575.1737
81.97824;49.33909;575.17584
81.97281;49.32438;575.17816
81.95576;49.320683;575.18146
81.96084;49.348076;575.18054
81.916466;49.310356;575.1683
81.89527;49.29708;575.1628
81.895004;49.291405;575.1628
81.91845;49.309097;575.1611
81.90569;49.287903;575.15875
81.903854;49.276886;575.1599
81.86702;49.258167;575.1587
81.824936;49.221;575.1571
81.78476;49.175888;575.15857
81.78376;49.175606;575.1602
81.80896;49.204456;575.1562
81.813515;49.21385;575.1523
81.803696;49.214657;575.15686
81.78808;49.20667;575.1569
81.722534;49.162777;575.16
81.730576;49.153263;575.16144
81.80086;49.218662;575.1544
81.85145;49.262486;575.1573
81.86838;49.282963;575.1598
81.826675;49.23781;575.15857
81.81192;49.22238;575.1556
81.79008;49.211056;575.15564
81.790054;49.21356;575.1522
81.82789;49.247585;575.15784
81.805145;49.241932;575.1548
81.784096;49.24284;575.1483
81.75472;49.231396;575.14276
81.71605;49.201614;575.14417
81.69023;49.179466;575.1395
81.68241;49.172287;575.13403
81.69576;49.19761;575.13293
81.73245;49.257385;575.13293
81.722725;49.29057;575.133
81.75205;49.361427;575.1315
81.73868;49.373657;575.13293
81.824486;49.49125;575.1296
81.94254;49.588547;575.1315
81.8324;49.463993;575.1336
81.89735;49.536377;575.13586
81.7902;49.436028;575.1446
81.74738;49.402386;575.1456
81.75121;49.415287;575.13007
81.81189;49.455605;575.12744
81.83657;49.45019;575.1243
81.80724;49.40687;575.12067
81.7865;49.36777;575.11755
81.81769;49.393448;575.1162
81.83309;49.403297;575.11694
81.756676;49.33401;575.1153
81.65058;49.236282;575.1138
81.63697;49.22486;575.1114
81.61589;49.21802;575.11145
81.6089;49.209198;575.11145
81.622185;49.215015;575.1114
81.6445;49.23466;575.11053
81.655304;49.239716;575.10956
81.65718;49.224934;575.11237
81.61701;49.18516;575.1146
81.63437;49.211845;575.1121
81.62178;49.21313;575.11694
81.620514;49.221146;575.11127
81.60106;49.21721;575.1118
81.57216;49.19492;575.11365
81.55433;49.176323;575.10504
81.5824;49.195534;575.10767
81.62543;49.2334;575.1076
81.61012;49.212368;575.1076
81.62488;49.199566;575.0984
81.63759;49.18717;575.0997
81.62569;49.18152;575.095
81.61053;49.1664;575.09644
81.588905;49.132214;575.1001
81.54771;49.084217;575.0913
81.60338;49.134335;575.0878
81.781136;49.31632;575.0871
81.854805;49.383698;575.088
81.87593;49.410706;575.08594
81.922615;49.443394;575.0861
81.93921;49.456104;575.084
82.02056;49.53044;575.0844
82.06746;49.569805;575.09
82.08579;49.590336;575.10095
82.06371;49.575718;575.09735
82.10598;49.622498;575.0925
82.137794;49.66906;575.0816
82.14454;49.68606;575.0791
82.14215;49.69066;575.078
82.129036;49.677094;575.0845
82.1381;49.672752;575.08655
82.06789;49.595863;575.0884
82.01675;49.53979;575.0757
82.0161;49.538242;575.07324
81.92257;49.469406;575.07263
81.91933;49.47456;575.0706
81.94891;49.503;575.0677
81.95607;49.521572;575.0645
82.002625;49.5617;575.06305
82.07301;49.627693;575.06195
82.08762;49.650105;575.06256
82.06846;49.64479;575.0647
82.03606;49.61267;575.0662
82.060326;49.637085;575.0595
82.07618;49.658974;575.05774
82.06233;49.658283;575.0557
82.11552;49.704872;575.0592
82.19782;49.743256;575.06256
82.20185;49.706585;575.06494
82.15312;49.629078;575.0656
82.16535;49.660763;575.0582
82.17841;49.756752;575.05396
82.1143;49.800903;575.05804
82.088455;49.903187;575.0478
82.104004;50.08722;575.0427
82.052315;50.268875;575.04346
82.01336;50.518497;575.04346
82.12349;50.955734;575.03937
82.17603;51.327427;575.03705
82.12744;51.54446;575.03406
82.09227;51.70718;575.0312
82.01216;51.796066;575.02795
81.93144;51.807602;575.0297
81.86177;51.813946;575.02783
81.78147;51.762943;575.0267
81.815926;51.652153;575.02734
81.91012;51.412926;575.02655
81.91523;50.845867;575.02655
81.94438;50.240383;575.0231
81.926575;49.69805;575.02246
81.872925;49.39707;575.0223
81.82022;49.331985;575.01917
81.87186;49.486385;575.01874
81.84219;49.565132;575.0223
81.84072;49.641403;575.0205
81.847824;49.68477;575.01825
81.85545;49.689877;575.0149
81.889595;49.72139;575.01196
81.973305;49.806744;575.0076
82.06168;49.883373;575.009
82.072556;49.89024;575.00555
82.02495;49.838955;575.00354
82.07509;49.875553;575.00354
82.049576;49.841484;575.0026
82.00096;49.782402;575.00195
82.00167;49.7731;575.005
82.031975;49.792202;574.9999
82.01705;49.77203;574.99884
81.95442;49.694782;575.00024
81.99915;49.732002;574.99646
81.9982;49.734913;574.9926
81.94028;49.687252;574.9917
81.91136;49.67054;574.9899
81.929245;49.696476;574.98956
81.9359;49.706394;574.9866
81.91363;49.6796;574.9835
81.932274;49.69152;574.9835
81.96553;49.71877;574.98126
82.05108;49.808823;574.9804
82.09154;49.85464;574.9816
82.138985;49.911366;574.97974
82.18991;49.981743;574.97394
82.11078;49.915775;574.97217
82.06247;49.876175;574.96796
81.98844;49.819263;574.9686
81.98367;49.815662;574.9653
81.933586;49.771866;574.96356
81.93082;49.77823;574.9632
82.0058;49.861393;574.9606
82.05105;49.92088;574.95764
82.06185;49.95218;574.95654
82.045;49.95962;574.95404
82.00857;49.94622;574.953
82.005035;49.975594;574.9536
81.99755;49.9934;574.95166
81.95845;49.99474;574.94916
82.0038;50.10813;574.9471
81.95798;50.13238;574.94836
81.8637;50.10973;574.9462
81.762474;50.093445;574.9422
81.71958;50.112686;574.938
81.6812;50.135143;574.9352
81.64607;50.15958;574.93463
81.599205;50.165565;574.93396
81.54675;50.166256;574.93317
81.52951;50.194725;574.93427
81.50033;50.19763;574.93054
81.48784;50.230297;574.92993
81.45009;50.226505;574.92633
81.380974;50.18507;574.9246
81.365814;50.201046;574.9253
81.372826;50.245556;574.92053
81.36145;50.253376;574.9186
81.290215;50.213036;574.9166
81.21692;50.17491;574.91583
81.20035;50.185047;574.91364
81.20779;50.22088;574.91364
81.14475;50.1793;574.9115
81.216995;50.26542;574.90826
81.20188;50.269207;574.9044
81.09573;50.197845;574.9052
81.09485;50.224384;574.90375
81.081764;50.226982;574.9008
81.035675;50.213657;574.9006
80.97981;50.180824;574.9017
80.98594;50.21251;574.8987
80.96143;50.205406;574.89514
80.926384;50.19804;574.8932
81.01734;50.31391;574.89154
81.083;50.39442;574.89044
81.05589;50.39452;574.8901
80.970276;50.3403;574.89105
81.054634;50.449215;574.8911
81.109985;50.533207;574.88513
81.045166;50.507294;574.88684
80.92648;50.413807;574.8881
80.89754;50.403267;574.88696
80.94994;50.4845;574.88934
81.04667;50.595604;574.88983
81.09204;50.653515;574.8922
81.11292;50.696976;574.8941
81.11905;50.72938;574.8959
81.08965;50.735554;574.9017
81.075775;50.75422;574.9086
81.05649;50.75439;574.91235
81.03196;50.752007;574.91876
81.04111;50.788937;574.9293
81.0578;50.82842;574.93646
81.02025;50.81402;574.9456
80.960526;50.79349;574.9539
80.99543;50.837597;574.96295
81.06205;50.921307;574.9735
81.0611;50.9353;574.98553
81.04943;50.94465;574.9965
81.047165;50.965416;575.0064
81.06638;51.005726;575.02057
81.098854;51.04228;575.03406
81.08269;51.049885;575.0459
81.06646;51.0377;575.0583
81.10748;51.053036;575.0726
81.118645;51.055607;575.0861
81.22827;51.15219;575.09894
81.25755;51.166206;575.1119
81.1622;51.057205;575.1261
81.00639;50.886425;575.13916
81.03463;50.896988;575.1505
81.01116;50.84756;575.1636
80.945526;50.74881;575.1762
80.93575;50.709805;575.1881
80.97798;50.70997;575.20013
80.99137;50.67347;575.2124
81.02688;50.675064;575.22455
81.03749;50.65816;575.23425
81.03529;50.622307;575.244
80.994095;50.550255;575.25446
80.99426;50.517757;575.2629
80.97838;50.474365;575.2735
80.985634;50.46466;575.2876
81.00435;50.462994;575.2938
81.005325;50.444565;575.2998
80.990326;50.40193;575.30975
80.99183;50.383957;575.3176
81.01703;50.39335;575.32306
81.03308;50.385056;575.3307
81.0254;50.36577;575.336
81.01348;50.345528;575.34216
81.00649;50.324448;575.351
81.010666;50.326736;575.3553
81.00132;50.32383;575.3622
81.03684;50.3677;575.3694
81.104126;50.435932;575.37537
81.10327;50.442013;575.3833
81.04209;50.384483;575.39233
81.03196;50.355873;575.40234
81.00635;50.340683;575.4088
81.02175;50.354824;575.41016
81.01724;50.35058;575.4049
81.00823;50.336586;575.404
80.96813;50.302895;575.4059
80.95919;50.30595;575.408
81.026566;50.37211;575.4081
81.021706;50.374374;575.4082
80.983795;50.34986;575.40607
81.041916;50.413998;575.4074
81.086174;50.47706;575.41
81.08677;50.485165;575.4099
81.06915;50.466644;575.4076
81.07003;50.46879;575.4086
81.05634;50.47396;575.41016
81.065025;50.482067;575.40894
81.10451;50.5102;575.40826
81.14594;50.55269;575.4115
81.14246;50.560146;575.419
81.138054;50.556595;575.4209
81.0835;50.518593;575.41254
81.04314;50.495632;575.41296
81.0392;50.498634;575.41187
81.101166;50.561867;575.4104
81.158844;50.625786;575.41614
81.19093;50.658375;575.4186
81.25566;50.70971;575.42303
81.19036;50.655277;575.4215
81.18509;50.66608;575.42303
81.21525;50.686153;575.42053
81.18962;50.662216;575.41925
81.21313;50.692783;575.4098
81.24746;50.726086;575.40674
81.20009;50.68997;575.408
81.17293;50.663074;575.408
81.204544;50.703796;575.41016
81.20595;50.723633;575.4151
81.16416;50.69159;575.41394
81.13467;50.67292;575.4127
81.156715;50.690876;575.4116
81.18214;50.71288;575.4123
81.14473;50.69247;575.4121
81.07301;50.625645;575.4134
81.12129;50.671562;575.41235
81.236465;50.7845;575.4115
81.23192;50.78574;575.411
81.27579;50.834927;575.4066
81.241;50.79678;575.4053
81.1849;50.73892;575.4072
81.18984;50.74333;575.40717
81.19909;50.754578;575.4072
81.19015;50.7475;575.4078
81.16049;50.734745;575.4106
81.198875;50.782448;575.4102
81.22005;50.801044;575.41
81.22227;50.80651;575.40845
81.20934;50.791534;575.4101
81.20238;50.79282;575.4125
81.21444;50.80627;575.4164
81.248985;50.83047;575.4192
81.30154;50.89253;575.4228
81.34965;50.952133;575.4082
81.40005;51.00771;575.4084
81.426636;51.03446;575.4112
81.395096;51.007515;575.4063
81.43038;51.036983;575.4039
81.52024;51.11309;575.4041
81.52434;51.121147;575.40576
81.52613;51.12978;575.4022
81.51335;51.126965;575.4
81.50524;51.120148;575.3935
81.480995;51.101433;575.3924
81.472626;51.105843;575.3911
81.48994;51.12439;575.3936
81.469574;51.11154;575.3972
81.47463;51.103104;575.4093
81.543724;51.16268;575.41754
81.51232;51.14113;575.40967
81.499855;51.134857;575.3994
81.45837;51.094063;575.3943
81.42346;51.08088;575.39087
81.34972;51.012096;575.38965
81.36593;51.02404;575.39246
81.433334;51.08534;575.3947
81.49103;51.146683;575.3943
81.47935;51.141106;575.3918
81.4725;51.1279;575.3922
81.4573;51.115356;575.38983
81.48116;51.15295;575.39343
81.469955;51.151043;575.39154
81.43064;51.113014;575.39154
81.405914;51.087223;575.3947
81.44051;51.109703;575.4018
81.4263;51.09099;575.39746
81.41631;51.082973;575.3989
81.42532;51.096138;575.4016
81.40661;51.082478;575.4032
81.423294;51.101646;575.4028
81.459274;51.14389;575.4009
81.42575;51.12036;575.4111
81.41039;51.101196;575.40485
81.38729;51.084576;575.4105
81.32769;51.0486;575.4129
81.318344;51.05506;575.41064
81.31288;51.050983;575.41034
81.30202;51.04173;575.41235
81.24751;50.995117;575.4114
81.2822;51.039753;575.4201
81.401794;51.140865;575.40906
81.44949;51.176483;575.4037
81.47632;51.204525;575.4064
81.43667;51.178486;575.40924
81.43018;51.18695;575.4134
81.41791;51.171215;575.4134
81.37952;51.139744;575.41675
81.38267;51.143772;575.41815
81.32004;51.073513;575.43274
81.23328;50.99419;575.44446
81.26568;51.039345;575.4273
81.40246;51.17761;575.41754
81.37175;51.156628;575.4177
81.33296;51.12353;575.41925
81.30733;51.09828;575.423
81.331055;51.121197;575.428
81.39154;51.18123;575.4239
81.36136;51.158936;575.42224
81.33744;51.137264;575.425
81.39626;51.18385;575.4264
81.431305;51.213253;575.42773
81.441795;51.244434;575.4317
81.44495;51.26842;575.4273
81.521545;51.334267;575.4224
81.508484;51.322704;575.4218
81.46309;51.2801;575.42346
81.46438;51.28845;575.42535
81.44287;51.262936;575.42584
81.48562;51.301586;575.42255
81.52281;51.342117;575.4199
81.504196;51.323376;575.4205
81.45298;51.28022;575.4202
81.401436;51.2431;575.4217
81.35484;51.20829;575.42224
81.37511;51.22431;575.42255
81.40752;51.25099;575.4222
81.42802;51.287537;575.422
81.39227;51.268566;575.41925
81.44311;51.3264;575.41797
81.51242;51.394947;575.41754
81.502426;51.388584;575.4177
81.44037;51.33105;575.41595
81.408585;51.301468;575.4155
81.45405;51.34273;575.4243
81.478325;51.368675;575.4299
81.49833;51.388966;575.4298
81.467476;51.368004;575.42413
81.4206;51.319347;575.42084
81.427734;51.326996;575.4098
81.44764;51.34531;575.4101
81.44507;51.338993;575.40845
81.449;51.347645;575.4061
81.46814;51.366077;575.40405
81.47146;51.37547;575.404
81.49599;51.409206;575.40234
81.53984;51.459343;575.4009
81.56735;51.48991;575.39905
81.627144;51.539978;575.39984
81.612434;51.536472;575.3994
81.604706;51.52722;575.3937
81.64379;51.555305;575.3935
81.619156;51.540047;575.3899
81.57658;51.504284;575.3887
81.60769;51.536922;575.3879
81.60688;51.559196;575.38776
81.5725;51.536045;575.38763
81.523575;51.473766;575.3912
81.51166;51.449688;575.39014
81.52327;51.473076;575.3859
81.51461;51.473366;575.3852
81.52293;51.472458;575.39154
81.556;51.49377;575.3928
81.70508;51.64278;575.3844
81.832634;51.78772;575.38135
81.8961;51.83755;575.3761
81.841675;51.786785;575.37177
81.75513;51.714333;575.3733
81.66195;51.627834;575.3672
81.69471;51.662075;575.36975
81.7053;51.677216;575.3789
81.64269;51.61479;575.36163
81.715744;51.683697;575.3577
81.886566;51.84382;575.35846
81.905495;51.86473;575.3516
81.778206;51.749096;575.3489
81.766075;51.742252;575.3504
81.76664;51.751694;575.3523
81.75799;51.74306;575.34973
81.78183;51.76774;575.3458
81.8293;51.816826;575.35095
81.83096;51.81361;575.357
81.81583;51.79966;575.3525
81.81275;51.796585;575.35736
81.821884;51.817543;575.34045
81.81063;51.810013;575.34106
81.80539;51.807392;575.3427
81.84389;51.8484;575.3406
81.83132;51.839146;575.3352
81.814926;51.82167;575.3318
81.83626;51.83726;575.3329
81.86611;51.85965;575.33374
81.9024;51.887756;575.334
81.94343;51.9322;575.3297
81.998215;52.00022;575.3265
82.01646;52.01722;575.3261
81.8967;51.90097;575.32306
81.923;51.937252;575.3214
81.96286;51.971542;575.325
81.97881;51.981647;575.316
81.977;51.97757;575.31836
82.0393;52.050697;575.3235
82.11134;52.146202;575.3223
82.246155;52.28692;575.314
82.15856;52.212986;575.31085
81.986534;52.054676;575.3029
81.88523;51.968845;575.30005
81.92865;52.02361;575.29944
82.066216;52.16661;575.2979
82.03112;52.159035;575.29736
81.98475;52.153236;575.29724
81.92679;52.1227;575.29565
81.93037;52.13905;575.29584
81.95788;52.16101;575.2948
81.969635;52.16914;575.2915
81.99991;52.2071;575.2915
81.95347;52.160343;575.2913
81.93609;52.14375;575.28894
81.955185;52.15386;575.28876
81.980576;52.18836;575.2883
82.04462;52.240257;575.28705
82.04333;52.218163;575.2875
81.973976;52.14563;575.28705
81.96465;52.112015;575.28613
81.861984;52.00683;575.28595
81.80009;51.95523;575.28827
81.80768;51.961666;575.2928
81.79627;51.94982;575.29047
81.888306;52.04588;575.2798
82.19682;52.352177;575.28204
82.44921;52.582653;575.276
82.47257;52.59441;575.27625
82.442795;52.55302;575.2807
82.48094;52.56902;575.27905
82.56091;52.64362;575.2735
82.657135;52.75524;575.2703
82.47324;52.5864;575.2659
82.32188;52.46213;575.2663
82.29042;52.437984;575.2653
82.27922;52.424774;575.2621
82.26203;52.40785;575.2615
82.20922;52.34185;575.2606
82.14924;52.26663;575.2612
82.0994;52.211987;575.2608
82.08309;52.18864;575.2587
82.085526;52.17885;575.2583
82.122314;52.200043;575.25635
82.245;52.31169;575.2538
82.27335;52.31851;575.2517
82.28299;52.325638;575.2488
82.355896;52.39366;575.24915
82.36191;52.39769;575.2501
82.36424;52.39373;575.2518
82.35535;52.397;575.25214
82.34755;52.397453;575.24927
82.351204;52.406673;575.24744
82.361694;52.4212;575.2458
82.36004;52.41977;575.24347
82.32896;52.400192;575.2433
82.33415;52.40968;575.2445
82.30495;52.381504;575.2421
82.31271;52.380924;575.2437
82.28468;52.373398;575.24194
82.2401;52.353966;575.2373
82.26899;52.379333;575.23486
82.29512;52.390488;575.22955
82.273285;52.37981;575.23206
82.23628;52.355873;575.2323
82.2549;52.385197;575.2316
82.26744;52.418434;575.23615
82.28409;52.43748;575.2334
82.32008;52.47699;575.2359
82.30709;52.46571;575.2287
82.26034;52.419838;575.23126
82.306595;52.467667;575.2287
82.331055;52.492317;575.2325
82.2992;52.47041;575.22906
82.31031;52.495945;575.2209
82.318535;52.499638;575.22736
82.31792;52.494556;575.2295
82.414955;52.601894;575.21875
82.50991;52.688656;575.20953
82.52105;52.66865;575.21014
82.534164;52.636177;575.20654
82.54589;52.60387;575.20465
82.51167;52.574837;575.20483
82.53569;52.661144;575.2048
82.60531;52.82474;575.2048
82.60015;52.93966;575.20416
82.54;53.048546;575.20294
82.66419;53.383907;575.211
82.74345;53.729877;575.2257
82.74731;54.04259;575.22296
82.74404;54.35358;575.208
82.62884;54.538544;575.21027
82.51774;54.651604;575.19806
82.427185;54.769;575.19635
82.34512;54.839123;575.1936
82.31429;54.92302;575.19495
82.3434;54.98322;575.193
82.39991;54.88082;575.18555
82.41188;54.540306;575.1869
82.402626;53.93115;575.1854
82.41295;53.322517;575.1797
82.53051;52.959908;575.1754
82.516754;52.706867;575.17035
82.43617;52.587948;575.16895
82.33568;52.586563;575.1686
82.297485;52.665222;575.167
82.29494;52.737938;575.1664
82.31675;52.794964;575.1646
82.33258;52.818047;575.16077
82.31405;52.801357;575.1602
82.327095;52.81201;575.15955
82.394684;52.863705;575.1549
82.427444;52.885063;575.155
82.42723;52.871693;575.1542
82.40212;52.83748;575.15247
82.456345;52.878174;575.1477
