CH1;CH2;PPG
91.5372;59.20881;574.2135
91.49941;59.18518;574.2206
91.55816;59.209976;574.2294
91.541336;59.15352;574.239
91.51434;59.080708;574.2461
91.47604;59.03529;574.25726
91.47787;59.018814;574.26544
91.47629;58.940277;574.2729
91.49367;58.878624;574.28186
91.499916;58.879456;574.28894
91.45435;58.82152;574.29865
91.49157;58.820713;574.3083
91.48975;58.819923;574.31665
91.50816;58.772194;574.32477
91.52397;58.71044;574.3323
91.498535;58.664333;574.3373
91.47596;58.630836;574.3473
91.474815;58.60649;574.35785
91.51405;58.62263;574.3667
91.499725;58.602985;574.374
91.46916;58.571564;574.3802
91.480415;58.52815;574.3853
91.46555;58.500015;574.38983
91.44727;58.46306;574.3935
91.45979;58.478485;574.40533
91.51827;58.53175;574.4182
91.561516;58.589302;574.41815
91.57749;58.571968;574.4139
91.5343;58.47498;574.41675
91.482155;58.468807;574.41785
91.467255;58.427536;574.41974
91.47536;58.42367;574.4235
91.468735;58.436596;574.42645
91.487045;58.439762;574.42957
91.49183;58.44527;574.4285
91.43941;58.382523;574.4309
91.47147;58.413944;574.4325
91.46436;58.43979;574.4342
91.47259;58.446873;574.43604
91.47255;58.43352;574.43677
91.47903;58.455738;574.43604
91.47708;58.443604;574.4387
91.4673;58.400543;574.4438
91.46739;58.390697;574.4427
91.50156;58.445484;574.4405
91.51825;58.4736;574.44415
91.51356;58.488144;574.4432
91.50125;58.452858;574.44165
91.51761;58.48025;574.44696
91.49679;58.42021;574.45105
91.5012;58.445366;574.4486
91.500755;58.489666;574.44336
91.510574;58.458744;574.4421
91.51579;58.443363;574.4421
91.4764;58.45898;574.44586
91.47817;58.42172;574.44464
91.51386;58.448326;574.4356
91.56648;58.47715;574.4355
91.56811;58.484066;574.4321
91.51856;58.466587;574.4339
91.47491;58.443295;574.4328
91.51165;58.49417;574.4345
91.5279;58.488903;574.4428
91.51208;58.470665;574.433
91.505875;58.486614;574.4352
91.49956;58.48294;574.43
91.48316;58.42927;574.4267
91.49527;58.426342;574.43536
91.482704;58.44873;574.4285
91.490166;58.487045;574.4259
91.48642;58.49334;574.42053
91.51372;58.50466;574.4176
91.51937;58.509766;574.4163
91.47255;58.463963;574.41797
91.46818;58.41671;574.41815
91.50623;58.475147;574.4178
91.49524;58.46723;574.41315
91.481766;58.456955;574.40955
91.50163;58.490833;574.411
91.492455;58.51234;574.4083
91.48522;58.49665;574.4061
91.47469;58.445606;574.40643
91.47318;58.463486;574.4039
91.479385;58.491695;574.4038
91.4795;58.478607;574.4051
91.440575;58.42062;574.4064
91.4548;58.444294;574.4057
91.48952;58.49122;574.4021
91.521736;58.50097;574.40076
91.5132;58.492336;574.398
91.50426;58.502686;574.3991
91.48518;58.469547;574.3994
91.50106;58.49162;574.3995
91.51475;58.514412;574.40216
91.525375;58.486687;574.4055
91.48287;58.49412;574.3961
91.45743;58.510693;574.3954
91.50104;58.490547;574.3988
91.50871;58.472786;574.3943
91.47586;58.483086;574.39075
91.490944;58.462414;574.38745
91.50442;58.461296;574.38275
91.47972;58.466824;574.3824
91.491066;58.498703;574.38
91.52049;58.521088;574.37726
91.5343;58.48175;574.377
91.545746;58.526768;574.3761
91.54014;58.532345;574.37463
91.556274;58.539642;574.3692
91.548965;58.524715;574.3686
91.53231;58.509098;574.3678
91.544;58.52195;574.36725
91.564;58.542572;574.37286
91.56792;58.5651;574.3749
91.55147;58.595787;574.3705
91.5554;58.552822;574.36304
91.54956;58.47238;574.3624
91.57127;58.50383;574.3613
91.60222;58.550106;574.36
91.602646;58.601437;574.3585
91.60978;58.598507;574.35803
91.56536;58.515656;574.35614
91.56322;58.527813;574.35486
91.56553;58.50342;574.3546
91.59376;58.555515;574.35724
91.60205;58.582863;574.3643
91.60591;58.55583;574.36646
91.62478;58.555088;574.36584
91.63098;58.56045;574.3684
91.65382;58.581314;574.36346
91.640076;58.610996;574.3581
91.61521;58.576714;574.3622
91.6094;58.564003;574.36865
91.6125;58.57781;574.3695
91.62628;58.545074;574.35986
91.646355;58.568985;574.3639
91.65572;58.612976;574.36456
91.611786;58.579502;574.3583
91.607895;58.567436;574.3597
91.6373;58.590424;574.36365
91.611824;58.552895;574.36346
91.613884;58.53573;574.36414
91.62084;58.528435;574.37036
91.60262;58.50607;574.37445
91.60646;58.51835;574.373
91.584984;58.539116;574.37415
91.55237;58.528675;574.37537
91.58575;58.499725;574.36993
91.5733;58.4885;574.377
91.55544;58.47572;574.38354
91.59287;58.513058;574.3772
91.62756;58.550846;574.377
91.57805;58.496105;574.3806
91.55714;58.497295;574.37976
91.578835;58.553608;574.37756
91.56128;58.48633;574.3804
91.58723;58.48583;574.3783
91.63202;58.534134;574.3791
91.625084;58.505905;574.38086
91.57948;58.48433;574.38257
91.5593;58.519802;574.38214
91.5734;58.52309;574.38837
91.5968;58.504017;574.3903
91.56617;58.5029;574.391
91.54295;58.458385;574.39325
91.58927;58.485924;574.3922
91.57281;58.480534;574.38965
91.55413;58.485256;574.3926
91.57466;58.538517;574.3914
91.56417;58.493984;574.38696
91.51845;58.44816;574.3873
91.5105;58.469208;574.3843
91.5051;58.512794;574.38513
91.49491;58.530243;574.3834
91.540924;58.56265;574.3824
91.56867;58.592426;574.38965
91.58916;58.62349;574.38824
91.57571;58.647713;574.38684
91.577255;58.650005;574.38495
91.5718;58.629593;574.38165
91.59502;58.64378;574.38446
91.60215;58.654297;574.3796
91.62022;58.663876;574.37695
91.63038;58.683;574.3814
91.628784;58.682354;574.38556
91.62708;58.685215;574.383
91.59212;58.66705;574.3794
91.56155;58.68863;574.3743
91.60785;58.715595;574.37537
91.59006;58.67239;574.371
91.57032;58.69485;574.3695
91.62717;58.727417;574.36884
91.667816;58.788143;574.369
91.62425;58.776154;574.3669
91.592514;58.73247;574.3665
91.62708;58.730946;574.3692
91.62468;58.71478;574.3661
91.61719;58.672935;574.36383
91.62807;58.652126;574.3607
91.63534;58.653316;574.3583
91.681496;58.70615;574.35895
91.7242;58.744106;574.3603
91.68812;58.737072;574.35895
91.69618;58.689583;574.3574
91.75445;58.673058;574.3535
91.73409;58.714733;574.35425
91.73183;58.71905;574.3563
91.71426;58.671078;574.3603
91.70925;58.665546;574.357
91.71683;58.651196;574.354
91.72114;58.62671;574.3502
91.65787;58.568985;574.3461
91.686195;58.601986;574.34393
91.71482;58.60151;574.3413
91.7132;58.60852;574.3433
91.66991;58.537086;574.3422
91.67723;58.533535;574.3401
91.626396;58.56436;574.33795
91.65065;58.575066;574.33563
91.69304;58.524998;574.33307
91.70978;58.538425;574.3325
91.70942;58.599792;574.3322
91.67858;58.584984;574.33307
91.68845;58.567894;574.33386
91.691696;58.536278;574.3341
91.6773;58.505566;574.33185
91.7062;58.58794;574.3306
91.68078;58.566723;574.3321
91.67582;58.523808;574.3289
91.66356;58.553207;574.32416
91.61314;58.531628;574.32043
91.59871;58.453213;574.31836
91.66609;58.499416;574.3171
91.67325;58.52929;574.31573
91.63498;58.549725;574.3145
91.648384;58.560574;574.31366
91.59585;58.51763;574.3133
91.619965;58.529484;574.3115
91.63197;58.49832;574.31085
91.608635;58.47481;574.3104
91.634575;58.48728;574.31116
91.60877;58.458553;574.31305
91.60297;58.490093;574.31085
91.69312;58.590374;574.31134
91.7086;58.57097;574.3098
91.69106;58.564934;574.3105
91.66273;58.58508;574.3103
91.67453;58.588562;574.309
91.70045;58.593285;574.3064
91.65489;58.55318;574.30505
91.66049;58.521736;574.3029
91.709366;58.627235;574.3038
91.724915;58.736977;574.3019
91.75741;58.928143;574.2995
91.70665;59.015022;574.2977
91.67997;59.15965;574.29565
91.70103;59.481964;574.29675
91.75014;59.786068;574.29614
91.76882;60.04585;574.2967
91.770256;60.39263;574.29486
91.73771;60.612495;574.2953
91.682304;60.60909;574.2966
91.60291;60.438904;574.29175
91.506714;60.3644;574.29004
91.4807;60.380352;574.2916
91.468056;60.29919;574.29266
91.50402;60.08445;574.29266
91.56819;59.723007;574.2937
91.521255;59.17877;574.2993
91.61354;58.795105;574.2987
91.741936;58.564934;574.2983
91.72429;58.417137;574.29846
91.69375;58.433136;574.2995
91.6843;58.471523;574.29913
91.66302;58.475483;574.3024
91.651215;58.548958;574.3067
91.64342;58.622826;574.2988
91.6154;58.60499;574.2867
91.61314;58.666645;574.2906
91.63185;58.772476;574.2884
91.570274;58.633717;574.2851
91.55242;58.554134;574.28357
91.54021;58.548676;574.28174
91.53923;58.57073;574.2819
91.577576;58.598053;574.2903
91.58174;58.62118;574.2885
91.57557;58.597954;574.2858
91.60721;58.605347;574.28796
91.56831;58.578285;574.2906
91.5702;58.5986;574.29517
91.53783;58.58043;574.28986
91.573044;58.579575;574.2868
91.565605;58.57061;574.2845
91.61397;58.591805;574.275
91.58917;58.558018;574.274
91.56727;58.580387;574.2707
91.56684;58.628162;574.26996
91.53704;58.51086;574.27057
91.57861;58.55635;574.26904
91.59898;58.626495;574.2678
91.5913;58.62101;574.2682
91.55666;58.544334;574.2669
91.55763;58.5672;574.268
91.57499;58.59884;574.26654
91.586075;58.626877;574.2667
91.58345;58.633553;574.2659
91.56288;58.578693;574.2646
91.561264;58.562145;574.26447
91.50188;58.522186;574.26324
91.478645;58.49627;574.2634
91.55361;58.597527;574.2602
91.55087;58.582813;574.25836
91.53842;58.589275;574.257
91.51415;58.590614;574.25745
91.54622;58.6202;574.25726
91.53625;58.635437;574.25726
91.51908;58.561;574.264
91.513916;58.606537;574.26855
91.51687;58.631977;574.25616
91.567;58.635387;574.2513
91.57025;58.60926;574.2501
91.54956;58.623898;574.2507
91.56267;58.663044;574.2495
91.600716;58.69332;574.2515
91.588104;58.67389;574.2511
91.57015;58.67413;574.2459
91.59752;58.73147;574.2435
91.6067;58.7648;574.24194
91.57352;58.719265;574.23987
91.544975;58.665142;574.2388
91.52468;58.631287;574.2366
91.54495;58.70384;574.23694
91.54493;58.72515;574.2358
91.563866;58.72966;574.23615
91.56143;58.760418;574.23553
91.58298;58.809837;574.23047
91.560715;58.82965;574.2282
91.56847;58.792194;574.22736
91.57853;58.83029;574.2253
91.586754;58.89519;574.2262
91.62776;58.88098;574.22894
91.60446;58.8518;574.23083
91.604126;58.89729;574.2364
91.613884;58.95089;574.2416
91.62827;58.958347;574.2275
91.61834;58.945404;574.2264
91.580315;58.91374;574.22235
91.60916;58.976444;574.2243
91.621445;59.020508;574.2189
91.61159;59.01149;574.2163
91.61047;59.0643;574.21326
91.619026;59.142338;574.2148
91.6223;59.139214;574.21277
91.624016;59.160934;574.2078
91.597;59.141148;574.20764
91.57824;59.087093;574.2072
91.563385;59.12553;574.2062
91.616554;59.19045;574.20447
91.623535;59.23203;574.2049
91.609184;59.303818;574.20404
91.63086;59.342346;574.204
91.635956;59.328945;574.2031
91.66514;59.30155;574.20184
91.65231;59.337482;574.20276
91.647194;59.376083;574.20416
91.62204;59.39909;574.2053
91.54861;59.34876;574.2092
91.56801;59.3839;574.2124
91.619095;59.421406;574.21436
91.68328;59.432922;574.2195
91.6773;59.46027;574.22174
91.622154;59.4473;574.227
91.5991;59.47157;574.23126
91.63999;59.481415;574.23444
91.64225;59.45407;574.24023
91.61441;59.44103;574.2462
91.57618;59.44253;574.2542
91.52969;59.356388;574.2617
91.460785;59.304867;574.2694
91.51079;59.305798;574.2776
91.519516;59.300888;574.28613
91.52786;59.262478;574.2944
91.5312;59.219204;574.30725
91.52891;59.14258;574.32
91.52083;59.099876;574.3274
91.521614;59.080154;574.33344
91.49837;59.071266;574.3431
91.53223;59.054745;574.3512
91.54658;58.986317;574.35394
91.545425;58.89514;574.36304
91.55936;58.906586;574.37286
91.5718;58.907352;574.3814
91.61126;58.94407;574.388
91.638054;58.921013;574.39624
91.62194;58.85385;574.40717
91.62325;58.856117;574.4133
91.60801;58.85061;574.41675
91.6452;58.863194;574.4244
91.73764;58.829388;574.4343
91.730316;58.803425;574.44257
91.70567;58.80204;574.4463
91.67065;58.801517;574.44946
91.71337;58.804142;574.45404
91.69285;58.75629;574.459
91.65283;58.739933;574.46436
91.66404;58.72153;574.4694
91.672386;58.76361;574.4733
91.682396;58.767826;574.47485
91.63233;58.63484;574.4801
91.57115;58.57292;574.4848
91.539444;58.606323;574.488
91.57621;58.582813;574.49097
91.61504;58.648098;574.49347
91.68347;58.71757;574.4951
91.61727;58.6495;574.4996
91.58868;58.66076;574.5042
91.579;58.59271;574.5057
91.564224;58.566864;574.50745
91.63444;58.601128;574.509
91.693085;58.686813;574.50934
91.71482;58.719547;574.51135
91.686005;58.702263;574.5108
91.640465;58.69845;574.512
91.63622;58.625015;574.5137
91.63054;58.590324;574.5148
91.65484;58.681995;574.51587
91.63984;58.69263;574.51843
91.65578;58.636986;574.52203
91.67461;58.642086;574.5283
91.69926;58.68586;574.5334
91.66841;58.66352;574.52893
91.65186;58.704506;574.53406
91.664375;58.66638;574.5274
91.64738;58.676273;574.5193
91.616264;58.667095;574.52057
91.648186;58.719837;574.5205
91.70274;58.726818;574.5175
91.7118;58.749664;574.5175
91.76838;58.826504;574.51685
91.79498;58.850918;574.51605
91.72698;58.71359;574.51733
91.70223;58.688602;574.51733
91.6773;58.67995;574.51544
91.65744;58.641705;574.5141
91.665825;58.684765;574.51544
91.709816;58.738884;574.5203
91.72138;58.778965;574.5251
91.70731;58.736477;574.5241
91.69525;58.695446;574.52594
91.740265;58.7596;574.51855
91.73553;58.78018;574.5095
91.76632;58.822834;574.50824
91.72272;58.799896;574.5066
91.72114;58.790596;574.50806
91.73247;58.798634;574.51074
91.7129;58.736355;574.5042
91.68755;58.748352;574.50653
91.69699;58.73421;574.50867
91.72841;58.73176;574.50684
91.77923;58.74525;574.50543
91.774574;58.81616;574.5085
91.72313;58.82457;574.51135
91.68362;58.74613;574.5012
91.69809;58.715782;574.49896
91.74205;58.736477;574.4994
91.77589;58.801445;574.4977
91.726295;58.778275;574.4968
91.77167;58.78242;574.4957
91.769875;58.836254;574.49774
91.76249;58.837685;574.49774
91.72448;58.85025;574.49786
91.68049;58.74809;574.4979
91.69149;58.754883;574.4987
91.68924;58.771122;574.492
91.64905;58.638226;574.4898
91.62985;58.604774;574.49097
91.58449;58.688457;574.49243
91.507;58.59052;574.4897
91.46036;58.55967;574.4858
91.468254;58.53008;574.4858
91.533745;58.538303;574.49023
91.54944;58.5764;574.4842
91.5672;58.585487;574.4823
91.55313;58.652626;574.48285
91.50719;58.688747;574.4827
91.51761;58.57166;574.4794
91.57972;58.562813;574.47864
91.571014;58.62673;574.4741
91.54066;58.662067;574.4755
91.53398;58.609856;574.4683
91.54292;58.593525;574.4687
91.53621;58.57123;574.46893
91.57991;58.550488;574.475
91.57669;58.591755;574.4712
91.63531;58.712753;574.46173
91.5707;58.61958;574.4618
91.55723;58.57602;574.4613
91.591965;58.621437;574.45795
91.58532;58.616386;574.45685
91.50545;58.524334;574.4581
91.491455;58.50898;574.45746
91.48745;58.54486;574.45435
91.47422;58.53835;574.4548
91.459915;58.579952;574.45306
91.41247;58.49172;574.45166
91.45541;58.45283;574.4497
91.49103;58.518898;574.45056
91.49956;58.50509;574.45184
91.530266;58.52786;574.4501
91.549835;58.538467;574.4506
91.60591;58.601128;574.4506
91.55084;58.583866;574.4502
91.50731;58.518993;574.452
91.438255;58.47107;574.45184
91.43781;58.411346;574.45355
91.453835;58.438213;574.4557
91.49589;58.529102;574.455
91.48626;58.55976;574.45245
91.46971;58.492195;574.45337
91.44329;58.448635;574.45416
91.51589;58.540092;574.4554
91.512695;58.528744;574.4554
91.45748;58.458817;574.45966
91.397995;58.388554;574.4596
91.42496;58.454025;574.4638
91.48945;58.476555;574.46765
91.426094;58.458267;574.46747
91.42088;58.459747;574.4632
91.4519;58.44532;574.46436
91.442764;58.411324;574.4671
91.43996;58.452877;574.46796
91.42526;58.481487;574.4691
91.410835;58.465324;574.4753
91.42967;58.438858;574.47675
91.40753;58.39845;574.4746
91.37229;58.349144;574.4722
91.40261;58.378803;574.4735
91.47393;58.435497;574.4721
91.4936;58.441242;574.47266
91.47915;58.488876;574.4729
91.431816;58.520348;574.4727
91.42036;58.45722;574.47375
91.46778;58.415684;574.4733
91.5553;58.522213;574.47424
91.590515;58.61944;574.4764
91.539734;58.570133;574.4768
91.49985;58.48993;574.4797
91.507256;58.513245;574.4811
91.57888;58.570297;574.48206
91.58189;58.554325;574.48755
91.60079;58.547913;574.48254
91.610756;58.612667;574.4797
91.60348;58.69552;574.4823
91.62446;58.675014;574.4824
91.59573;58.614838;574.47797
91.524284;58.54715;574.4765
91.53783;58.52481;574.47626
91.524925;58.51506;574.4765
91.51586;58.491737;574.4791
91.555756;58.46473;574.47894
91.52078;58.526886;574.4804
91.52862;58.551178;574.47784
91.476364;58.47028;574.47314
91.45714;58.445583;574.4734
91.51315;58.574757;574.4751
91.488884;58.51873;574.47504
91.452354;58.46368;574.47766
91.47946;58.437572;574.4856
91.52858;58.497894;574.48346
91.5249;58.539997;574.4797
91.52583;58.55001;574.4797
91.53871;58.47653;574.4781
91.538475;58.479748;574.47424
91.536606;58.575783;574.4758
91.53958;58.566795;574.4717
91.54483;58.491142;574.47064
91.52826;58.574043;574.47894
91.518684;58.552372;574.4744
91.56486;58.54839;574.46533
91.558975;58.58036;574.4613
91.54674;58.58897;574.46216
91.553734;58.51546;574.4652
91.56986;58.569107;574.46643
91.55588;58.61541;574.4607
91.53275;58.502804;574.46106
91.58631;58.548985;574.4713
91.60988;58.635506;574.4643
91.54157;58.68748;574.4542
91.56553;58.70684;574.4559
91.67465;58.80319;574.45703
91.66392;58.838543;574.4602
91.67691;58.878147;574.4557
91.62287;58.791073;574.4532
91.61969;58.698925;574.45135
91.57955;58.64626;574.44385
91.62589;58.718575;574.44135
91.70552;58.783016;574.44165
91.71757;58.757317;574.43933
91.69358;58.69976;574.43805
91.67434;58.662567;574.443
91.620766;58.64831;574.44995
91.62752;58.644424;574.44006
91.64292;58.67325;574.4379
91.68755;58.701168;574.43835
91.68393;58.72594;574.4362
91.6601;58.798225;574.43744
91.619385;58.705555;574.4343
91.62681;58.634243;574.4351
91.62649;58.658443;574.4405
91.59347;58.723244;574.4415
91.61114;58.588108;574.4285
91.61612;58.56398;574.4222
91.63796;58.69504;574.42377
91.61826;58.71805;574.4188
91.59554;58.64337;574.41675
91.548744;58.59295;574.4163
91.53241;58.579025;574.4177
91.57427;58.569084;574.41785
91.584404;58.62525;574.42456
91.567764;58.633553;574.4254
91.59886;58.566296;574.43005
91.61858;58.564198;574.4218
91.57662;58.58906;574.41626
91.5914;58.644733;574.4292
91.572876;58.58253;574.4278
91.58246;58.546837;574.42523
91.57666;58.629307;574.41284
91.60351;58.528267;574.4122
91.615875;58.520447;574.41693
91.617935;58.53766;574.4143
91.604706;58.584244;574.4094
91.62645;58.68839;574.41364
91.63078;58.649452;574.41376
91.59261;58.51723;574.4103
91.61533;58.47176;574.4062
91.646515;58.530437;574.3997
91.70251;58.648693;574.3974
91.69523;58.647884;574.39606
91.67358;58.667885;574.3982
91.652504;58.658035;574.4009
91.62284;58.557304;574.40094
91.67882;58.599697;574.40576
91.68863;58.59693;574.40686
91.67918;58.605206;574.39355
91.69682;58.679184;574.3946
91.65367;58.74077;574.39557
91.61796;58.58289;574.3967
91.627014;58.521614;574.3914
91.67572;58.629047;574.3899
91.66479;58.65172;574.39075
91.643135;58.605682;574.38947
91.56048;58.54453;574.3909
91.57864;58.544003;574.3923
91.660065;58.63038;574.39075
91.69659;58.67301;574.38824
91.68071;58.653606;574.38696
91.65782;58.69435;574.38525
91.62885;58.612854;574.38715
91.64258;58.601532;574.3893
91.66121;58.66834;574.3882
91.70055;58.69733;574.38354
91.7164;58.77987;574.3808
91.707344;58.90106;574.37885
91.73553;59.025795;574.38043
91.79215;59.32411;574.38367
91.8022;59.530888;574.3832
91.79484;59.70293;574.3866
91.84019;60.068714;574.3853
91.91875;60.518417;574.377
91.933365;60.73903;574.37384
91.88918;60.80438;574.3698
91.78071;60.820637;574.37006
91.7411;60.78039;574.3708
91.752426;60.667118;574.3705
91.70632;60.553394;574.3708
91.676155;60.414227;574.37506
91.66078;60.12746;574.3753
91.64159;59.67885;574.3712
91.63777;59.23315;574.3764
91.58432;58.72859;574.37463
91.62451;58.42224;574.37286
91.70949;58.412514;574.36414
91.700905;58.47026;574.36414
91.670265;58.54734;574.3641
91.67322;58.61505;574.3665
91.62827;58.63725;574.368
91.6372;58.703453;574.368
91.55788;58.71442;574.362
91.52039;58.696804;574.36194
91.530365;58.679832;574.36053
91.53168;58.670074;574.36096
91.57097;58.63169;574.3665
91.62363;58.719;574.3634
91.677864;58.829628;574.3551
91.69239;58.794342;574.35706
91.66599;58.740604;574.35486
91.6452;58.739742;574.3559
91.67861;58.75829;574.362
91.70906;58.70329;574.3643
91.68541;58.740818;574.36035
91.65112;58.7818;574.3547
91.677986;58.777916;574.3551
91.7039;58.813652;574.35614
91.74074;58.82469;574.3584
91.75247;58.8225;574.37177
91.74246;58.814964;574.3711
91.731155;58.81246;574.3572
91.697975;58.801468;574.3511
91.6922;58.78404;574.35614
91.689865;58.777653;574.35223
91.66884;58.8198;574.3452
91.69702;58.867657;574.3442
91.73893;58.822357;574.34454
91.69289;58.80054;574.3413
91.65029;58.72451;574.3403
91.705284;58.719906;574.34
91.68347;58.764965;574.34326
91.66574;58.746418;574.33734
91.66841;58.72706;574.3372
91.685165;58.785427;574.33167
91.6615;58.778393;574.33136
91.682594;58.819828;574.3369
91.696205;58.837444;574.3455
91.64099;58.748325;574.34625
91.656105;58.749588;574.33685
91.685616;58.822117;574.348
91.66867;58.80736;574.3343
91.61974;58.79918;574.33167
91.63033;58.776485;574.3343
91.70126;58.800087;574.32935
91.744385;58.863434;574.3339
91.70731;58.91298;574.3358
91.71659;58.896694;574.32
91.67914;58.814896;574.32294
91.66805;58.893497;574.3233
91.62589;58.86856;574.32404
91.70271;58.855736;574.32227
91.726265;58.88115;574.31195
91.74518;58.959496;574.31604
91.73197;58.991753;574.3152
91.701;58.891426;574.31586
91.692154;58.90158;574.32526
91.72153;58.975113;574.324
91.781815;59.027874;574.31744
91.77471;59.039936;574.315
91.75898;59.0705;574.3058
91.76644;59.05672;574.3019
91.773834;59.016617;574.30316
91.809074;59.102448;574.30457
91.759674;59.120735;574.2989
91.70121;59.00999;574.30475
91.74718;59.067978;574.30286
91.84853;59.196148;574.3025
91.85497;59.217083;574.30347
91.77023;59.113132;574.30493
91.772125;59.168896;574.3069
91.753525;59.160145;574.3073
91.68144;59.085094;574.29974
91.67058;59.119236;574.2894
91.72916;59.219967;574.28534
91.78142;59.256134;574.28284
91.80104;59.279907;574.2853
91.856255;59.381447;574.28406
91.90286;59.461674;574.2839
91.88592;59.481846;574.2813
91.87102;59.48361;574.2785
91.81577;59.424458;574.2794
91.81754;59.440742;574.2906
91.812416;59.494076;574.2925
91.77884;59.518326;574.2864
91.7461;59.545906;574.28
91.78411;59.556473;574.2785
91.818535;59.5374;574.2836
91.810074;59.525665;574.2868
91.804665;59.579624;574.28827
91.81305;59.64974;574.29175
91.79975;59.642345;574.2944
91.78788;59.629402;574.2967
91.82116;59.672344;574.3017
91.78902;59.648834;574.30963
91.78714;59.666187;574.3107
91.81251;59.669456;574.30817
91.783295;59.656345;574.32245
91.76974;59.68238;574.32825
91.83609;59.756073;574.3285
91.880005;59.796722;574.3382
91.92952;59.812817;574.3458
91.95467;59.85485;574.35236
91.91116;59.711895;574.3595
91.86136;59.651882;574.368
91.90344;59.659157;574.3772
91.91279;59.616196;574.38617
91.88491;59.587822;574.396
91.90225;59.60432;574.4051
91.90087;59.577595;574.414
91.795525;59.454403;574.42285
91.764175;59.33598;574.4324
91.72086;59.186398;574.4421
91.7107;59.133442;574.4506
91.75567;59.183033;574.45984
91.79851;59.22304;574.4698
91.82958;59.195053;574.47784
91.83723;59.15936;574.4858
91.83356;59.150658;574.49457
91.75583;59.056816;574.5027
91.74057;59.01149;574.50916
91.81539;59.058697;574.5164
91.844246;59.018265;574.5256
91.8132;58.958324;574.53076
91.83277;58.952797;574.5355
91.83212;58.953964;574.5424
91.83185;58.966217;574.5493
91.85106;58.967766;574.55237
91.8817;58.97187;574.5596
91.89677;58.94521;574.56555
91.875565;58.923588;574.56995
91.84059;58.912647;574.5756
91.83359;58.873207;574.5805
91.81725;58.889233;574.5841
91.80959;58.88289;574.5861
91.8483;58.92783;574.5896
91.81504;58.896572;574.5936
91.82829;58.85199;574.59735
91.81225;58.855804;574.601
91.82064;58.840664;574.6038
91.88997;58.873974;574.6069
91.85346;58.858833;574.60956
91.84178;58.854446;574.6116
91.87948;58.886322;574.61115
91.83027;58.88599;574.61365
91.838524;58.863815;574.61584
91.83956;58.849842;574.6158
91.816826;58.833656;574.6169
91.854614;58.835373;574.6206
91.85969;58.854233;574.62317
91.92058;58.945286;574.6244
91.9531;58.973965;574.6244
91.90282;58.90628;574.62476
91.72732;58.765373;574.6248
91.71557;58.752213;574.6259
91.7143;58.72639;574.6257
91.73449;58.76914;574.62396
91.738815;58.79193;574.62274
91.80795;58.82891;574.6239
91.81377;58.83108;574.6238
91.81165;58.831867;574.62573
91.833725;58.863747;574.62634
91.82755;58.836327;574.62805
91.78275;58.816227;574.62476
91.77732;58.842026;574.62585
91.76119;58.829773;574.6282
91.70801;58.761013;574.6259
91.68636;58.696045;574.6234
91.697464;58.695374;574.6224
91.74129;58.729324;574.6224
91.73655;58.713993;574.6206
91.73425;58.731827;574.62134
91.69506;58.749706;574.6208
91.66746;58.7092;574.61926
91.68042;58.749138;574.6168
91.68617;58.73948;574.6156
91.65908;58.674416;574.61835
91.68335;58.714165;574.6173
91.66094;58.705532;574.6166
91.62902;58.66829;574.615
91.65942;58.661663;574.6162
91.68755;58.692272;574.61816
91.685936;58.721096;574.62067
91.69084;58.69566;574.62476
91.69597;58.695065;574.6186
91.764496;58.7978;574.61456
91.74327;58.797703;574.6149
91.76075;58.773575;574.6153
91.87583;58.902225;574.61884
91.8728;58.89145;574.6124
91.83604;58.84436;574.615
91.76201;58.7963;574.6196
91.77267;58.80049;574.6166
91.81296;58.914173;574.614
91.81361;58.909164;574.60815
91.86689;58.915646;574.6105
91.861496;58.860332;574.6088
91.829315;58.841095;574.6086
91.79088;58.83871;574.6063
91.765724;58.816345;574.60144
91.829346;58.875668;574.60205
91.88484;58.92955;574.601
91.90737;58.952938;574.5988
91.892685;58.92273;574.5987
91.93374;58.921036;574.59686
91.94712;58.94407;574.5944
91.82557;58.83454;574.5965
91.79918;58.82193;574.5959
91.782135;58.850845;574.5932
91.799225;58.848225;574.59094
91.83864;58.834705;574.5924
91.834465;58.863983;574.5914
91.74465;58.810246;574.59503
91.70632;58.7463;574.5888
91.76294;58.7478;574.5824
91.746376;58.739574;574.5824
91.799225;58.835205;574.5875
91.855804;58.868202;574.58386
91.85402;58.874546;574.58453
91.83554;58.858715;574.57886
91.82696;58.828365;574.57367
91.84927;58.82932;574.5738
91.875275;58.81625;574.5733
91.835846;58.757053;574.57324
91.78301;58.763657;574.57715
91.77665;58.748398;574.57825
91.76182;58.735523;574.58215
91.72007;58.745037;574.5824
91.73318;58.78292;574.5741
91.694824;58.650764;574.5716
91.67914;58.647;574.57245
91.71886;58.702812;574.568
91.73268;58.709297;574.5667
91.73464;58.69006;574.5664
91.73197;58.655533;574.56616
91.74525;58.674324;574.56824
91.69837;58.656128;574.567
91.67882;58.64266;574.5705
91.71094;58.704884;574.57306
91.7364;58.713688;574.575
91.72148;58.659584;574.57294
91.73604;58.650574;574.57196
91.72982;58.66338;574.57184
91.7186;58.6763;574.5725
91.713036;58.660946;574.5738
91.7071;58.640205;574.5728
91.69396;58.62454;574.5746
91.65816;58.567894;574.5786
91.62315;58.52922;574.5787
91.59629;58.53036;574.5813
91.67213;58.611713;574.5834
91.66523;58.624706;574.5841
